canonical_or_candidate,observed_form,candidate_type,confidence,suggested_reference_name,reference_similarity,sources,sample_occurrences,first_video,first_timestamp,first_youtube_url,first_context
Kiev But,Kiev But,unverified_candidate,low,,0.556,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",02:41:13,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=9673s,…side of a mountain and then we must direct the Putin convoys into the mountain and Then they will drive thinking that it's a tunnel directly into Kiev But except it's not a tunnel. It's just the side of a mountain This is how will stop The forces this was how will stop it believe me. I need to be pr…
Lame Tastic Char,Lame Tastic Char,unverified_candidate,low,,0.516,Whisper,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",06:31:01,https://www.youtube.com/watch?v=i8YmtStCJJo&t=23461s,"…na. You know how? Why? You can avoid Scarlet Witch Alt if you charge. Well, I got stunned before I could hit her. I would have bubble. Or the Lame Tastic Char, my guy. You're"
Latin American,Latin American,unverified_candidate,low,,0.714,Whisper,1,"1/2 HasanAbi June 17, 2021 – The Discord gets Nuked, Joe Rogan, Biden-Putin, Ilhan Omar, Juneteenth!",03:20:44,https://www.youtube.com/watch?v=f5GaIJxQnp0&t=12044s,…black enough or they weren't dark enough right and even though I acknowledge and describe that uh fucking colorism is a legitimate problem in Latin American countries even describe the historical background for why it exists as I did on that day it's not enough because like I have to fucking talk a…
Left Stick,Left Stick,unverified_candidate,low,,0.571,Whisper,1,"2/2 HasanAbi November 12, 2021 – Disturbing Case of the Chief of Police Killer, 🎮ELDEN RING🎮",04:35:00,https://www.youtube.com/watch?v=JeFZt2Hyzqc&t=16500s,"…again. Wait. Wait, how do I summon the fucking Speed Whistle? I need to see the horsey before I fucking log off. Equip to a slot? I am pressing Left Stick. Left Stick makes you crouch."
Like Balenciaga,Like Balenciaga,unverified_candidate,low,,0.538,Whisper,1,"HasanAbi November 29, 2022 – RAIL STRIKE, US vs Iran ⚽, Liver King isn't natty?, Crowder on Kanye",00:22:37,https://www.youtube.com/watch?v=AYjjdzauaao&t=1357s,"…they're like, dude, literally, I am insane. Like I'm a mentally ill person. And this is all I've been thinking about. Please like address it. Like Balenciaga supports Satan, please talk about the Satan allegations. I'm like, why? When I hear this shit. I don't know if your leftist or not, man, this…"
Liverpool Liverpool,Liverpool Liverpool,unverified_candidate,low,,0.516,Whisper,1,"1/2 HasanAbi March 22, 2022 – SCOTUS Senate Hearing, China Boeing 737 Crash w/ Austin, Trump on UA🇺🇦",00:13:06,https://www.youtube.com/watch?v=6UU4mD3d90Q&t=786s,"…'m fucking pity. This one's for the lads. That's right. This one's for the fucking lads. No lasses on this one. I'm getting so close to the Liverpool Liverpool till I die. Liverpool top and bottom. I'm fucking up. It's Liverpool, bro. I'm fucking scous in it. Anyway, the reason why I'm saying that…"
Ludwig,Ludwig,canonical_or_alias,high,Ludwig,1.0,Whisper,1,[15/11/2024] –🏀 OTK Gameday Basketball Event ft. HasanAbi,02:51:51,https://www.youtube.com/watch?v=MnCX6pnvxcc&t=10311s,"…Rob here, really, what was your, what did you do today? Good stuff. Got a lot of offensive and defensive rebounds. Bro, I play great. I feel like Ludwig, I make events and I win them myself and then I pretend like I didn't rig it for myself. He did fly me in, like literally. He was like, bro, you w…"
Lutely Cuz,Lutely Cuz,unverified_candidate,low,,0.667,Whisper,1,"2/2 HasanAbi May 26, 2021 – LSF, New Twitch Atlas, 90 DAY FIANCE 🎮FINISHING Mario Odyssey🎮 FULL VOD",00:35:18,https://www.youtube.com/watch?v=UE7qFMkq8fk&t=2118s,"…ike role-playing with other streamers Any comment is literally an example of what they're talking about. Yeah. Yeah. Oh, absolutely apps fucking Lutely Cuz like it takes on a different layer of parasocial behavior. It's very odd. It's like it's like you having a parasocial Love affair with the chara…"
Maggaponics Woponics,Maggaponics Woponics,unverified_candidate,low,,0.516,YouTube captions,1,"HasanAbi April 3, 2026 –",00:25:18,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=1518s,"…man went from wife guy to top chatter of the past year. Okay, on a fan voted contest he was known as Mr. Elon Musk. Then he became known as Maggaponics Woponics. Then he became the top chatter and now his fall from grace is here. You know, you live long enough, you live long enough and all of a sudd…"
Marco Ruby,Marco Ruby,unverified_candidate,low,,0.667,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",01:51:07,https://www.youtube.com/watch?v=i8YmtStCJJo&t=6667s,…ob and many other distinguished guests we have a lot of very distinguished people around the table some of them will be speaking I want to thank Marco Ruby also who's right over there and uh we have tremendous people very interested in this subject and last year I promised to make America the Bitcoi…
Mario Kart,Mario Kart,unverified_candidate,high,Mario Kart,1.0,Whisper,1,"[4/07/2021] – Hasan goes offline early, chat seeks refuge with Mizkif (Poki Roomtour/OKBUDDY/Crypto)",01:18:42,https://www.youtube.com/watch?v=7jG9CBFRHQE&t=4722s,"…ght with doing this stuff, it's just knowing that you're scamming your viewers so bad, it's like sometimes I feel guilty for fucking not playing Mario Kart after seven hours of reacting. Like these guys literally steal your money. And the fact that the fans come back afterwards, you wouldn't feel ba…"
Mark Carney,Mark Carney,unverified_candidate,low,,0.636,Whisper,1,"HasanAbi January 25, 2026 – Back in LA!",07:01:53,https://www.youtube.com/watch?v=yJw1IWPR9Ms&t=25313s,"…like international trade in general, because then it's a race to the bottom, all this stuff. So they just say like China is cheating. Yeah. But Mark Carney is pro all that. He's a stock"
Mark Who,Mark Who,unverified_candidate,low,,0.571,YouTube captions,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",04:29:49,https://www.youtube.com/watch?v=ncia81WO8dg&t=16189s,"…ckname, Micropenis Mark. >> That's not catchy. >> Meanwhile, >> too many syllables. >> What? Oh, you're defending Mark Levin. >> I don't know who Mark Who is that? He's the guy who sounds like Master Shake >> on Fox News. He's like, ""We got >> Call him Micro Mark."" >> Yeah. Oh, >> I'm just saying mi…"
Mark Zuckerberg,Mark Zuckerberg,unverified_candidate,low,,0.516,YouTube captions,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",04:29:49,https://www.youtube.com/watch?v=ncia81WO8dg&t=16189s,Mark Zuckerberg to Harry Styles. >> I actually remember when people were looking at Zuck's [ __ ] >> I want to see I want to see the Zuck. >> I think it was…
Marxist Leninists,Marxist Leninists,unverified_candidate,low,,0.552,Whisper,1,"1/2 HasanAbi August 5, 2021 – Crowder gets surgury, Fauci on Delta, Bill Gates on Epstein, ICU Vlogs",01:31:50,https://www.youtube.com/watch?v=3ha9GYJvlrQ&t=5510s,"…e fuck do you mean? One, you'll let us go- Like, literally, since day one, I've been advocating for that. And a lot of people, like a lot of Marxist Leninists, for example, fuckin' hate that approach. Okay, because I'm a fuckin' revisionist. Is Emma Libb. Be careful about that. The data on that are…"
Maya,Maya,canonical_or_alias,high,Maya,1.0,Whisper,1,"2/2 HasanAbi January 11, 2022 – MasterChef US S4E15-18",02:10:39,https://www.youtube.com/watch?v=3fBAlf7NrZc&t=7839s,"…to come here and compete in this competition. Wow. You believe in him? I do. You want to go here for me? Why is everybody's family here except for Maya? Oh my God. The one person you would want to be here right now, your son couldn't make it. Because he couldn't be here. He recorded you a very spec…"
Maybe Maybe,Maybe Maybe,unverified_candidate,low,,0.571,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",03:29:48,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=12588s,…r going on in fucking Ukraine What makes you think he's gonna give a shit when they're dying when they're starving the goal for sanctions is oh Maybe Maybe just maybe he'll be like oh man a lot of guys are dying Oh fuck a lot of people are starving now because of my actions oops I guess I should st…
Mayor Adams,Mayor Adams,unverified_candidate,low,,0.667,YouTube captions,1,"HasanAbi April 19, 2026 –",05:36:15,https://www.youtube.com/watch?v=FyI1n2mp8L4&t=20175s,"…in the reflection of my window and that's myself, I'm not going to be able to fight for everyone who calls the city home. >> And just finally, Mayor Adams, you are the first Democratic Socialist Mayor of New York. Now that you have reached 100 days in office, how do you define what Democratic Soci…"
Mayor Mamdani,Mayor Mamdani,unverified_candidate,low,,0.667,Whisper,1,"HasanAbi April 19, 2026 –",05:36:15,https://www.youtube.com/watch?v=FyI1n2mp8L4&t=20175s,"…er in the reflection of my window and that's myself, I'm not going to be able to fight for everyone who calls the city home. And just finally, Mayor Mamdani, you are the first democratic socialist mayor of New York. Now that you have reached 100 days in office, how do you define what democratic soc…"
Megan Kelly,Megan Kelly,unverified_candidate,low,,0.667,YouTube captions,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",04:29:49,https://www.youtube.com/watch?v=ncia81WO8dg&t=16189s,"…hing so childish and so they have to throw Obama in there. >> So they had to be like, ""Well, Obama did it, too."" >> Yeah. Yeah. >> Um in March, Megan Kelly took the X and accused the conservative commentator Mark Levin of having a microp penis and also giving him a catchy Trumpian nickname, Micrope…"
Micro Mark,Micro Mark,unverified_candidate,low,,0.64,YouTube captions,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",04:29:49,https://www.youtube.com/watch?v=ncia81WO8dg&t=16189s,"…nding Mark Levin. >> I don't know who Mark Who is that? He's the guy who sounds like Master Shake >> on Fox News. He's like, ""We got >> Call him Micro Mark."" >> Yeah. Oh, >> I'm just saying micro penis is just not from a technical standpoint. There's too many syllables. Micro Mark is better. >> It's…"
Micropenis Mark,Micropenis Mark,unverified_candidate,low,,0.6,YouTube captions,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",04:29:49,https://www.youtube.com/watch?v=ncia81WO8dg&t=16189s,"…Kelly took the X and accused the conservative commentator Mark Levin of having a microp penis and also giving him a catchy Trumpian nickname, Micropenis Mark. >> That's not catchy. >> Meanwhile, >> too many syllables. >> What? Oh, you're defending Mark Levin. >> I don't know who Mark Who is that? H…"
Middle East,Middle East,unverified_candidate,high,Middle East,1.0,YouTube captions,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",02:00:29,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=7229s,…for our country and beyond that a catastrophe in the world uh a little bit unrelated but not totally unrelated we have Wars breaking out in the Middle East we have the horrible war going on with Ukraine and Russia all these things would have never happened if I was President would have never ever h…
Middle East We,Middle East We,unverified_candidate,low,,0.71,Whisper,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",02:00:29,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=7229s,"…for our country and beyond that a catastrophe in the world a Little bit unrelated, but not totally unrelated. We have wars breaking out in the Middle East We have the horrible war going on with Ukraine and Russia all these things would have never happened if I was president Would have never ever hap…"
Mom Nia,Mom Nia,unverified_candidate,low,,0.556,YouTube captions,1,"HasanAbi October 16, 2019 –",06:29:25,https://www.youtube.com/watch?v=wHzUpCARHQ8&t=23365s,"…ely up. Especially now Chase has found something else to spend his money on. No. Edgewear, a posh area of North London and home to the McCarthys. Mom Nia is a teacher, but she used to work in fashion. And 12-year-old Romy is a budding musician. So, this is my new viola. It was £1,800 altogether, in…"
Motika Hanna,Motika Hanna,unverified_candidate,low,,0.6,Whisper,1,"HasanAbi October 21, 2024 – Israel-Lebanon, Maya Higa visits (Animal s*x), Gülen dead, Ethan H3",05:31:41,https://www.youtube.com/watch?v=P4plSZ5Im1A&t=19901s,"…arassed the Halal truck and got fired, a green beret who worked with the CIA, the man at the center is a passionate supporter of Kamala Harris. Motika Hanna says he's talking to the Israeli government about creating a pilot program for gated communities controlled by private U.S. security forces. Th…"
Mr Duffy,Mr Duffy,unverified_candidate,low,,0.5,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",03:25:48,https://www.youtube.com/watch?v=i8YmtStCJJo&t=12348s,young staff of Mr musk's team was trying to lay off air traffic controller what am I supposed to do Mr Duffy said I have multiple plane crashes to deal with now and your people want me to fire air traffic controllers that is probably the best but it keep…
Mr President,Mr President,unverified_candidate,low,,0.64,YouTube captions,1,"HasanAbi January 20, 2025 – TRUMP INAUGURATION 2 - Electric Boogaloo, Elon Musk salute",06:25:51,https://www.youtube.com/watch?v=vIRVK9Dulsw&t=23151s,soldiers to lose but that's no way to run a country what did your Tik Tok order do Mr President just gave me the right to sell it or close it essentially with tiktock I have the right to either sell it or close it and we'll make that deter…
Mr Trump,Mr Trump,unverified_candidate,low,,0.706,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",03:25:48,https://www.youtube.com/watch?v=i8YmtStCJJo&t=12348s,…aid during the longer back and forth that Mr Duffy had his phone number and should call him if he had any issues to raise the exchange ended with Mr Trump telling Mr Duffy that he had to hire people from MIT as air traffic controllers these air traffic controllers need to be geniuses he said dude I…
Much Okay,Much Okay,unverified_candidate,low,,0.571,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",03:48:06,https://www.youtube.com/watch?v=jkDIp853GTA&t=13686s,"…watch that? I thought it was at least like a fucking new video Hey, you want to watch people fucking getting Racist attacks You fucking weirdos Much Okay, watch this this is meme. Okay, dude. You want me to watch fucking. Oh here Here yeah, this is okay. This is the last thing we're gonna watch. O…"
Mum Niaz,Mum Niaz,unverified_candidate,low,,0.556,Whisper,1,"HasanAbi October 16, 2019 –",06:29:25,https://www.youtube.com/watch?v=wHzUpCARHQ8&t=23365s,"…ly up, especially now Chase has found something else to spend his money on. No! Edgware, a posh area of North London. And home to the McCarthy's. Mum Niaz is a teacher, but she used to work in fashion. And 12-year-old Romy is a budding musician. So, this is my new viola. It was £1,800 altogether, in…"
New England,New England,unverified_candidate,low,,0.636,Whisper,1,"2/2 HasanAbi February 2, 2022 –MasterChef S06, Old clips from Spain, Murats IRL cam setup, 🎮Pokémon🎮",00:13:01,https://www.youtube.com/watch?v=8dzD6DLGUTA&t=781s,"…s and the cauliflower It's like having a fucking Dude from Maryland, okay? And it's a crab dish Like, you can't fuck that up Like, if you're in New England area Like, you have to do the crab dish How's the rice going? The rice is no good The rice is too wet Is the rice off the menu? Apparently Unle…"
New Hanabi,New Hanabi,unverified_candidate,low,,0.667,YouTube captions,1,"HasanAbi August 3, 2026 – back in Michigan",00:19:58,https://www.youtube.com/watch?v=UF7XaBBLBQo&t=1198s,"that and enjoy the show? How about that? Okay. New Hanabi meme. Oh yeah, I saw this. I wish I I should have uploaded this instead. Yeah, we are leaving the Democratic party. Good. Can you wish Auntie […"
New York Apartment,New York Apartment,unverified_candidate,low,,0.688,Whisper,1,"1/2 HasanAbi November 29, 2021 – New Twitter CEO, Ghislaine Maxwell Trial, Omicron Variant",04:36:15,https://www.youtube.com/watch?v=RP8ec-blRTw&t=16575s,…gent who is also accused of sexual abuse and Supplying Epstein with underage models who were conveniently housed in and trafficked from this New York Apartment block not far from the mansion This apartment block. He just had women on tap. He had girls on tap. He had girls on tap Jeffrey told me that…
Nick Paulam,Nick Paulam,unverified_candidate,low,,0.762,Whisper,1,[15/11/2024] –🏀 OTK Gameday Basketball Event ft. HasanAbi,00:48:50,https://www.youtube.com/watch?v=MnCX6pnvxcc&t=2930s,…out the man who just keeps making things worse none other than NMP one can say he's a chriss I say he is the son the chosen one none other than Nick Paulam ladies and gentlemen this is Nick's event and he has structured everything to make him look good hmm he really has he just lost unfortunately G…
Nick Shitley,Nick Shitley,unverified_candidate,low,,0.696,YouTube captions,1,"HasanAbi August 3, 2026 – back in Michigan",00:19:58,https://www.youtube.com/watch?v=UF7XaBBLBQo&t=1198s,"…] a happy birthday before the day gets too busy? I already did yesterday with the [ __ ] hits out, but happy birthday, Auntie [ __ ] Um, yeah. Nick Shitley, the greatest investigative reporter of our generation. Okay. Stop it. Video perverts is just loi. Yeah. No, it's cuz the lighting is [ __ ] Th…"
Not Open World,Not Open World,unverified_candidate,low,,0.75,Whisper,1,"2/2 HasanAbi February 2, 2022 –MasterChef S06, Old clips from Spain, Murats IRL cam setup, 🎮Pokémon🎮",03:10:03,https://www.youtube.com/watch?v=8dzD6DLGUTA&t=11403s,…and Shield was like 3D like this too. Sword and Shield is nothing like this. Sword and Shield is more like this. The rest are top-down style. Not Open World is the first game like this. But it's too tall. It's too high up. You're a part of the Galaxy team. I've been waiting. I came up here since yo…
Now Luan,Now Luan,unverified_candidate,low,,0.667,Whisper,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",05:51:08,https://www.youtube.com/watch?v=ncia81WO8dg&t=21068s,"Okay. Now Luan, excuse me, uh, Dela Cruz has the endorsement of Donald Trump. Luan actually received more votes in the preliminary. So this is a real interestin…"
Oh Jesus Christ Get,Oh Jesus Christ Get,unverified_candidate,low,,0.478,Whisper,1,"2/2 HasanAbi March 1, 2022 – Biden State of the Union, 🎮Elden Ring🎮",04:36:03,https://www.youtube.com/watch?v=xlKXxrwRKak&t=16563s,Stop stop get away get away get away get away get away wait. Oh Jesus Christ Get away Jump. Oh shit that thing fucks up That thing fucks you up. That thing fucks you up Oh I'm stuck. I'm stuck. I'm stuck. I'm stuck. I'm…
Oh Man,Oh Man,unverified_candidate,low,,0.667,Whisper,1,[15/11/2024] –🏀 OTK Gameday Basketball Event ft. HasanAbi,01:30:27,https://www.youtube.com/watch?v=MnCX6pnvxcc&t=5427s,"nor collecting that rebound and trying to find a way to the basket. Man, oh man, is this just a f- Massacre on the boards BJP showing that shiftiness with a little bit of a floater The rebound Man that rims getting a lot of at…"
Oh My,Oh My,unverified_candidate,low,,0.5,Whisper,1,"1/2 HasanAbi December 30, 2021 – LeBrons Insta Meme, Dershowitz on Maxwell Verdict, Tesla Recall",02:46:13,https://www.youtube.com/watch?v=GpukXqD5DME&t=9973s,"Dude Fox News had better Journalistic integrity then the BBC I'm dying. I'm a oh oh my god. Oh My god. Oh, I'm so glad we saw this Fox News had better Journalistic integrity then the motherfucking BBC. Oh get that oy bruvz. Oh take t…"
Oh The,Oh The,unverified_candidate,low,,0.533,Whisper,1,"1/2 HasanAbi December 30, 2021 – LeBrons Insta Meme, Dershowitz on Maxwell Verdict, Tesla Recall",02:46:13,https://www.youtube.com/watch?v=GpukXqD5DME&t=9973s,"…t they had him on still fucked that they had him on unacceptable, okay, but my lord that is a fucking awesome, dude That makes me so happy to see. Oh The rare American well, it's not a rare one. You know get fucked. Okay Get absolutely shitted on When Fox News is doing a better job. Holy shit. Would…"
Oh What,Oh What,unverified_candidate,low,,0.625,Whisper,1,[15/11/2024] –🏀 OTK Gameday Basketball Event ft. HasanAbi,01:30:27,https://www.youtube.com/watch?v=MnCX6pnvxcc&t=5427s,…the assist and look at that form shooting right from the belly button just like they teach you a Son piker showing some frustration on the court. Oh What the hell is that? Dean so far from the ball cypher pk really just launching that one into orbit here
Okay And,Okay And,unverified_candidate,low,,0.556,Whisper,1,"1/2 HasanAbi March 6, 2022 – Russian Invasion Day 11: No-Fly Zones, Venezuela Sanctions, SNL",00:59:37,https://www.youtube.com/watch?v=22VZ5B9EcgI&t=3577s,…f the reason why Venezuela was already in a shitty position overall the Venezuelan economy Under Chavez was not able to diversify quickly enough. Okay And once nationalization kicked in of the extraction industries in an identical capacity to Iran We decided it's fucking over. There were internal co…
Okay As,Okay As,unverified_candidate,low,,0.571,Whisper,1,"2/2 HasanAbi May 26, 2021 – LSF, New Twitch Atlas, 90 DAY FIANCE 🎮FINISHING Mario Odyssey🎮 FULL VOD",00:06:32,https://www.youtube.com/watch?v=UE7qFMkq8fk&t=392s,"…murder me are a little bit different than like 14-year-old kids on the internet Who act like they're black, but they're actually from Naperville? Okay As sadge They don't act like they're black instead. They larp as Nazis. They're still 14, but then there's the you know really really creepy Older N…"
Okay Get,Okay Get,unverified_candidate,low,,0.588,Whisper,1,"1/2 HasanAbi December 30, 2021 – LeBrons Insta Meme, Dershowitz on Maxwell Verdict, Tesla Recall",02:46:13,https://www.youtube.com/watch?v=GpukXqD5DME&t=9973s,"…, but my lord that is a fucking awesome, dude That makes me so happy to see. Oh The rare American well, it's not a rare one. You know get fucked. Okay Get absolutely shitted on When Fox News is doing a better job. Holy shit. Would it take that England? Okay? You blew it like you blew the 13 colony l…"
Okay It,Okay It,unverified_candidate,low,,0.625,Whisper,1,"2/2 HasanAbi January 11, 2022 – MasterChef US S4E15-18",04:08:14,https://www.youtube.com/watch?v=3fBAlf7NrZc&t=14894s,Like that's clearly someone making an anarchist joke. Okay It was pretty good though Born to shit forced to wipe and he's in the chat You love when we're crying it'll make content for you through free stuff.…
Okay Now,Okay Now,unverified_candidate,low,,0.533,Whisper,1,"2/2 HasanAbi August 25, 2021 – SupCaitlin visits, Ranking Streamers, Sodapoppin Incel Arc, Joe Rogan",03:48:06,https://www.youtube.com/watch?v=jkDIp853GTA&t=13686s,"…ay, watch this this is meme. Okay, dude. You want me to watch fucking. Oh here Here yeah, this is okay. This is the last thing we're gonna watch. Okay Now he's not famous. I'm out and I'm feeling you know, you're in trouble. Why oh shit that crypto shit this is Hey Hey, how are we doing though? Real…"
Okay Who,Okay Who,unverified_candidate,low,,0.533,Whisper,1,"1/2 HasanAbi November 18, 2021 – Hasan gets a Haircut, Ahmaud Arbery & Rittenhouse Trials, CHANNEL 5",00:59:56,https://www.youtube.com/watch?v=Yda6HZ0biOU&t=3596s,"…fighting against like white supremacy Like I think it just seemed more like uh I think it seemed more like uh, a dude who was like not all there. Okay Who was running around looking, you know He was fighting it with his own mind. Yeah, I think so. Yeah Also, remember we're looking at the background…"
Older Nazis,Older Nazis,unverified_candidate,low,,0.621,Whisper,1,"2/2 HasanAbi May 26, 2021 – LSF, New Twitch Atlas, 90 DAY FIANCE 🎮FINISHING Mario Odyssey🎮 FULL VOD",00:06:32,https://www.youtube.com/watch?v=UE7qFMkq8fk&t=392s,"…ay As sadge They don't act like they're black instead. They larp as Nazis. They're still 14, but then there's the you know really really creepy Older Nazis that are fucking terrible on the floor sadge What's acting black like portraying that you want me to describe it as portraying themselves as bl…"
Olivia Rodrigo,Olivia Rodrigo,unverified_candidate,low,,0.583,Whisper,1,"2/2 HasanAbi September 13, 2021 – AOC at the MET GALA, Making fun of Preppers, OKBUDDY",02:26:57,https://www.youtube.com/watch?v=MmJgjK3Zsy4&t=8817s,"…honestly, I'm gonna eat And we all keep saying it. We're all hungry. It's okay. It's honest. Thank you guys All the other lefties make fun of Olivia Rodrigo, but she's a Hassanabi head So no Olivia Rodrigo slander here. That's right Michael. You heard me a Sound tweet defense Olivia Rodrigo Is she…"
Olivia Rodrigo Is,Olivia Rodrigo Is,unverified_candidate,low,,0.571,Whisper,1,"2/2 HasanAbi September 13, 2021 – AOC at the MET GALA, Making fun of Preppers, OKBUDDY",02:26:57,https://www.youtube.com/watch?v=MmJgjK3Zsy4&t=8817s,"…un of Olivia Rodrigo, but she's a Hassanabi head So no Olivia Rodrigo slander here. That's right Michael. You heard me a Sound tweet defense Olivia Rodrigo Is she actually apparently? Is she a Hassanabi head or do she's just like a tweet? No, I From what I understand. She is a Hassanabi head"
PAC Mr,PAC Mr,unverified_candidate,low,,0.571,YouTube captions,1,"HasanAbi June 16, 2026 –",05:19:09,https://www.youtube.com/watch?v=M_Gbk-hkNfM&t=19149s,…AC called Justice Democrats recruited you to run and your campaign has been boosted to the tune of hundreds of thousands of dollars from the super PAC Mr. Espad is referring to known as
Paha House,Paha House,unverified_candidate,low,,0.632,YouTube captions,1,"HasanAbi July 11, 2025 – NYC Day 5, Hasan Minhaj visits, interviewing Mahmoud Khalil",03:43:56,https://www.youtube.com/watch?v=g_ckJoumpP0&t=13436s,"…ou want to try >> What is this? >> I think it's cheese. Uh, let me try it. >> Let me take the Zen out. >> Yeah, >> that's good. >> And we are in Paha House. I know. >> Oh, yeah. Thank you. Thank you. House. >> It's delicious. >> We're leaving actually. >> Yeah. >> One of the Taja houses around the c…"
Palestine Pro SS,Palestine Pro SS,unverified_candidate,low,,0.718,YouTube captions,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",01:05:03,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=3903s,…kivs who are just attacking anyone on their left now the Harris is coming from position of strength it's an effort to ignore the left and pro Palestine Pro SS thankfully I think Harris is smarter than her bigger supporters yeah I we'll see we'll see we'll see I mean I look I'm going to wait and see…
Palestine With,Palestine With,unverified_candidate,low,,0.692,Whisper,1,"HasanAbi August 15, 2024 – Harris economic policy, Trump press conference, Black people & Palestine",00:12:02,https://www.youtube.com/watch?v=hEWLqoJ5ooc&t=722s,I submit it to be anti-tying Assessing Jewish brothers and sisters out there by Then in solidarity and screaming free Palestine With the organizing and learning And finally cutting stars with the spate This gutter by log on a part-time system To uphold and occupy in violent…
Passover Sader,Passover Sader,unverified_candidate,low,,0.571,YouTube captions,1,"HasanAbi April 3, 2026 –",00:25:18,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=1518s,"All right, let's do it. Let's blast off. Let's get it twisted. Let's keep it going. By the way, don't worry. You didn't come up at Passover Sader last night. I didn't have to defend you. I guess you just don't have motion like that. That's crazy. You should have brought me up. Megaponics…"
Pax Judega,Pax Judega,unverified_candidate,low,,0.526,Whisper,1,"HasanAbi April 3, 2026 –",08:00:49,https://www.youtube.com/watch?v=aPgeOA4mWqg&t=28849s,"Pax Judega is another one of those things. But one of the funniest things he said, and there's many of them, was when he said that the next era, the, the,…"
Peter Pan Jeff Bezos,Peter Pan Jeff Bezos,unverified_candidate,low,,0.465,Whisper,1,"HasanAbi April 18, 2025 – Live w/ KNEEPCAP at Coachella",01:17:07,https://www.youtube.com/watch?v=2zzyqxWzQuc&t=4627s,I haven't seen it. We've been rented off Amazon for 25 dollars. We're a stupid club. We get it on the 30 bucks for free. That chip-shifting Peter Pan Jeff Bezos. That's my boy. That's our boss. And I reach in at 10 cars. We were persecuted at the hands of the Brits.
Piker Broadcasting Service,Piker Broadcasting Service,unverified_candidate,low,,0.542,Whisper,1,"HasanAbi May 26, 2026 – Stavros Halkias visits, NYC Day 4",01:39:47,https://www.youtube.com/watch?v=ncia81WO8dg&t=5987s,"…e you're unbossed and unbought and you're not accountable to any corporate entity. Well, that's because I'm accountable to you only. The Piker Broadcasting Service PBS, the People's Broadcasting Service is sponsored by you, the people, and it's for you, the people. That's right. No ads on the broadc…"
Pod John,Pod John,unverified_candidate,low,,0.571,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",00:20:34,https://www.youtube.com/watch?v=i8YmtStCJJo&t=1234s,…end them if you got some liberal friends right if you got some like Democratic party operative style friends you send them my interviews with the Pod John um you got some friends who are really into like Finance or whatever you send the ice coffee Hour podcast that I did you got some friends who are…
Point Mr,Point Mr,unverified_candidate,low,,0.545,YouTube captions,1,"HasanAbi March 7, 2025 – Noah Kulwin (BlowBack) is still here, 🎮Marvel Rivals🎮",03:25:48,https://www.youtube.com/watch?v=i8YmtStCJJo&t=12348s,…fired said give me their names tell me their names Mr Duffy said there were not any names because he had stopped them from being fired at another Point Mr musk insisted that people hired under Dei programs were working in control Towers Mr Duffy pushed back and Mr musk did not add details but said d…
President Xi Jinping,President Xi Jinping,unverified_candidate,low,,0.48,Whisper,1,"1/2 HasanAbi November 1, 2021 – TUCKER JAN 6th Doc, NFT Theft, COP26, Elon Musk ends world hunger?",01:16:43,https://www.youtube.com/watch?v=-XxGMtNTS9s&t=4603s,"…the material conditions in your nation improve. It's just the unfortunate reality. He meant China didn't go to the event. That's it. Yeah, President Xi Jinping, you didn't throw a coin in the pool."
